His rheumy eyes began to cloud.	A sus ojos rheumy comenzó a nube.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The day the Supreme Court gathered behind closed doors to consider the politically divisive question of whether it would hear a challenge to President Obama's healthcare law, two of its justices, Antonin Scalia and Clarence Thomas, were feted at a dinner sponsored by the law firm that will argue the case before the high court.	El día en que la Corte Suprema se reunieron a puerta cerrada para examinar la cuestión de si se divide políticamente escucharía un desafío a la ley de salud del presidente Obama, dos de sus magistrados, Antonin Scalia y Clarence Thomas, fueron los honores en una cena patrocinada por el bufete que sostendrán el caso ante el alto tribunal.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
I never went back.	Yo nunca volvió.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"Boredom is the brain's way to tell you you should be doing something else," said Gary Marcus, a professor of psychology at N.Y.U.	"El aburrimiento es la forma del cerebro para decirles que debería estar haciendo otra cosa", dijo Gary Marcus, profesor de psicología en N.Y.U.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
I'm afraid it's like that.	Me temo que es como.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Silvano Aureoles, the candidate for the leftist Democratic Revolution Party, or PRD, which currently holds the governorship, came in third, a bad defeat for the divided and hapless left ahead of the 2012 presidential vote.	Silvano aureoles, el candidato por el izquierdista Partido de la Revolución Democrática, o PRD, que actualmente ocupa la gobernación, llegó en tercera, una mala derrota para la dividida y desventuradas izquierda antes de la votación presidencial de 2012.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
But prosecutors in more conservative precincts in Colorado have vowed to press ahead with existing marijuana cases and are still citing people for possession.	Pero los fiscales en los distritos más conservadores en Colorado han prometido seguir adelante con los casos de marihuana y siguen citando a personas por posesión.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
On a given day, studies show, you may be lied to anywhere from 10 to 200 times.	En un día determinado, los estudios muestran, puede haber mentido a cualquier lugar de 10 a 200 veces.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
He describes how he and Wozniak would test the box by using a pay phone, placing a call, and then connecting from one AT&T network to another while looping in as many satellites as possible.	Describe cómo el y Wozniak hacían pruebas con el dispositivo utilizando un teléfono de prepago, realizando una llamada y a continuación conectando de una red AT&T a otra conectando el mayor número posible de satélites.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
At other universities, Conservative students say they are being treated as "scapegoats" for the introduction of higher tuition fees."	En otras universidades, los estudiantes conservadores dicen que están siendo tratados como "chivos expiatorios" para la introducción de mayores tasas de matrícula ".	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Manning's lawyer filed a formal objection to Manning's treatment in January 2011.	El abogado de dotación presentó una objeción formal a Manning de tratamiento en enero de 2011.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"A lot of people died," Giffords told Sawyer.	"Mucha gente murió", Giffords dijo a Sawyer.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Three months ago, she made a surprise return to the House to triumphantly cast her vote on the debt-ceiling deal.	Hace tres meses, hizo un sorpresivo retorno a la Cámara a triunfalmente emitieron su voto en aumentar el límite de acuerdo.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
It forces the brain to go on interesting tangents, perhaps fostering creativity.	Obliga al cerebro para ir por la tangente interesante, quizás el fomento de la creatividad.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"I suggest you take some basic French lessons in your spare time - that is, if you're not too busy socialising," Pitt snarled.	"Yo sugiero que tomar algunas lecciones de francés básico en su tiempo libre, es decir, si no eres demasiado ocupados socializar", Pitt caos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Dressed in a dark suit and blue tie, Breivik remained calm and professional throughout the hearing and looked journalists and survivors in the eye as he entered and exited the building.	Vestido con un traje oscuro y corbata azul, Breivik mantuvo la calma y profesionales de toda la audiencia y los periodistas y los supervivientes en el ojo como él entró y salió del edificio.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Norway's rakfisk: Is this the world's smelliest fish?	Noruega rakfisk: Este es el pescado smelliest del mundo?	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Troops are recognized for the number of tours they have endured, the number of friends they have lost or the extent of their injuries.	Tropas son reconocidos por el número de visitas que han sufrido, el número de amigos que han perdido o el alcance de sus lesiones.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The tot was crying so hard that she vomited, she added.	El tot estaba llorando tan duro que ella vómitos, añadió.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The show documented her difficult journey back from the damage inflicted by a bullet that fractured her skull and pierced the left side of her brain, passing from the front to the back of her head.	La muestra documentó su difícil viaje de regreso de los daños ocasionados por una bala que le atravesó el cráneo fracturado y el lado izquierdo de su cerebro, pasando por el frente a la parte trasera de su cabeza.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Ashutosh Varshney, a professor at Brown University in the US, said it would be politically very difficult to sell assistance to Europe to India's 1.2bn people, of whom as many as 800m live on about $2 a day or less.	Ashutosh Varshney, profesor en la Universidad de Brown en los Estados Unidos, dijo que sería políticamente difícil de vender la ayuda a Europa a la India 1.2bn personas, de las cuales hasta 800 viven en alrededor de 2 dólares al día o menos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
On Nov. 21, Chief Oates in Aurora sent his officers an e-mail announcing that the city attorney would no longer be prosecuting small marijuana violations for anyone 21 years or older, and that the police would stop charging people for those crimes "effective immediately."	On Nov. 21, el jefe Oates en Aurora envió a sus oficiales un correo electrónico anunciando que el abogado de la ciudad ya no sería el enjuiciamiento de las violaciones de marihuana para todo aquel 21 años o más, y que la policía detuviera a cobrar a la gente por esos crímenes "con efecto inmediato".	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
There are at least 15 versions of the balanced budget amendment in the House alone, and another handful that would "control federal spending."	Hay al menos 15 versiones de la modificación presupuestaria equilibrada en la Cámara, y otro puñado de que sería "controlar el gasto federal."	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Repression is already undermining democracy in the Jewish state, and demography exacerbates this as the Arab population swells.	La represión ya está socavando la democracia en el estado judío, y la demografía exacerba este como la población árabe.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
City officials have categorically denied that accusation.	Los funcionarios de la ciudad han negado categóricamente esa acusación.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The Army private is accused of stealing thousands of classified documents	El ejército privado está acusado de robar miles de documentos clasificados	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Scalia and Thomas dine with healthcare law challengers as court takes case	Scalia y Thomas cenar con la asistencia sanitaria ley retadores como tribunal tiene caso	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
President Felipe Calderon's sister appears to have lost her bid for governor of Michoacan during violent state elections, and she alleged Monday that drug traffickers helped tip the race in favor of one of her opponents.	La hermana del presidente Felipe Calderón parece haber perdido su candidatura a gobernador de Michoacán durante violentas elecciones estatales, y sostuvo el lunes que los narcotraficantes ayudó a punta de la carrera en favor de uno de sus oponentes.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
At one point, a piece of plywood came flying from the crowd.	En una ocasión, un trozo de madera terciada salió volando de la multitud.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
And he rejects the opposition's characterisation of the new president as lacking substance.	La oposición y rechaza la caracterización del nuevo presidente como carente de sustancia.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The best books about World War I have often been oblique, like Paul Fussell's "Great War and Modern Memory," or novels, like Erich Maria Remarque's "All Quiet on the Western Front," rather than comprehensive histories.	Los mejores libros acerca de la Primera Guerra Mundial han sido a menudo oblicuos, como Paul Fussell la "Gran Guerra y Modern Memory", o novelas, al igual que Erich Maria Remarque, "Todos ¿Sin novedad en el frente occidental", en lugar de amplio historias.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Right now, 119 people face charges of possessing two ounces or less of marijuana, though many are facing other charges.	Actualmente, 119 personas se enfrentan a cargos de posesión de dos onzas o menos de marihuana, aunque muchos se enfrentan a otros cargos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The "Lady Marmalade" singer's tirade frightened 18-month-old Genevieve Monk so badly that she suffered "personality changes, sleep disorder" and "increased fear of strangers," her family says in the Manhattan Supreme Court suit.	El "Lady Marmalade" cantante la diatriba del miedo sólo 18 meses Genevieve Monk tan mal que ha sufrido "cambios de personalidad, trastornos del sueño" y "mayor temor de extraños", su familia dice en el Tribunal Supremo de Manhattan.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The featured guests at the dinner? Scalia and Thomas.	Los lanzadores de invitados a la cena? Scalia y Thomas.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
And Thomas" wife, Ginni, is a high-profile conservative activist.	Y Thomas "esposa, Ginni, es un destacado activista conservador.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Mr. Browne said television camera trucks on Church Street, along the park's western border, were able to capture images.	El Sr. Browne dijo cámara de televisión camiones en Church Street, a lo largo de la frontera occidental del parque, fueron capaces de captar imágenes.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The hearing is scheduled to resume this weekend, with prosecutors expected to argue that the detention conditions were warranted.	La audiencia está prevista para reanudar este fin de semana, con los fiscales espera que sostienen que las condiciones de detención eran justificadas.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
On the agenda, as usual, when the leaders of these two countries meet: immigration, drugs and trade.	En el orden del día, como de costumbre, cuando los líderes de estos dos países se reúnen: La inmigración, las drogas y el comercio.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
But I don't have the vocabulary of a native, and I can't shake my American accent.	Pero no tengo el vocabulario de un nativo, y no puedo mover mi acento estadounidense.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
I remember having dramatic arguments...they were screaming at me that it would take five years [to build a mouse that would cost $300], and I got fed up and went outside and found a designer.	Recuerdo haber dramática... que gritaban a mí que tomaría cinco años [para construir un ratón que costaría 300 dólares], y tengo hartos y salió y encontró un diseñador.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Starting a war with the local superpower will hardly help the new Arab governments mend their economies.	A partir de una guerra con la superpotencia locales no ayudará a los nuevos gobiernos árabes cambien sus economías.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"The government should have just banned them altogether and then we'd go OK, fine, we're done, we'll shut up shop," he said, throwing his hands up in the air.	"El gobierno debería acaba de prohibir totalmente y luego que íbamos bien, muy bien, estamos haciendo, vamos a cerrar sus puertas", dijo, lanzando sus manos en el aire.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Their appearance and assistance in fundraising for this event undercuts any claims of impartiality, and is unacceptable.	Su aparición y asistencia en la recaudación de fondos para este evento socava cualquier reclamaciones de imparcialidad, y es inaceptable.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Which is why, despite his years as a technology researcher, Selwyn thinks a clipboard and a pen are still the best research tools anyone can use.	Razón por la cual, a pesar de sus años como una tecnología investigador, Selwyn cree un clipboard y un bolígrafo siguen siendo los mejores instrumentos de investigación cualquiera puede utilizar.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The Evening Standard diary claimed I'd quit because I objected to fellow undergraduates having sex in the room next to mine.	El diario Evening Standard dijo que iba a dejar de fumar porque me opuse a sus estudiantes de tener relaciones sexuales en la habitación contigua a la mía.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Appearing on ABC News's "20/20" with Diane Sawyer, Giffords struggled to formed sentences and needed help walking.	Portada en ABC News "20 / 20" con Diane Sawyer, Giffords luchado para formaron frases y necesita ayuda para caminar.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
We're looking at what the community voted for versus what the state voted for.	Estamos mirando lo que la comunidad votó por frente a lo que el Estado votaron a favor.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Another sponsor was pharmaceutical giant Pfizer Inc, which has an enormous financial stake in the outcome of the litigation.	Otro patrocinador fue gigante farmacéutico Pfizer Inc, que tiene un enorme interés financiero en el resultado del litigio.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
This week, a landmark hearing will decide whether 28 women and men have a case against the military for alleged inaction on rape.	Esta semana, un hito audiencia decidirá si 28 mujeres y hombres tienen un caso contra los militares por supuesta inacción sobre la violación.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
There's a tremendous amount of craftsmanship between a great idea and a great product... as you evolve that great idea, it changes and grows.	Hay una enorme cantidad de trabajo entre una gran idea y un gran producto... como usted evolucionar ese gran idea, cambia y crece.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Then there's the question of methodology.	Luego está la cuestión de la metodología.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
More than 1,000 women were killed in Mexico State while Mr Pena Nieto was governor, a rate much higher than in the notoriously violent city of Ciudad Juarez - a place synonymous with the murder of innocent women.	Más de 1.000 mujeres fueron asesinadas en el Estado de México, mientras que el señor Peña Nieto fue gobernador, una tasa mucho mayor que en la ciudad notoriamente violento de Ciudad Juárez, un lugar sinónimo del asesinato de mujeres inocentes.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Even offline, there's no guarantee that a research subject is being completely honest.	Incluso fuera de línea, no hay ninguna garantía de que un tema de investigación está completamente honestos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Others argue that developing economies like India have no business helping wealthy Europeans when they face their own profound economic challenges.	Otros argumentan que las economías en desarrollo como la India no tienen negocios ayudando europeos ricos cuando se enfrentan a sus propios profundos problemas económicos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
After a series of Australian laws banning TV advertising and sports sponsorship and requiring most sellers to hide cigarettes from view, tobacco marketing has moved online.	Después de una serie de leyes que prohíben la publicidad televisiva australiana y el patrocinio deportivo y que la mayoría de los vendedores para ocultar los cigarrillos de la vista, la comercialización del tabaco se ha movido en línea.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Judge Torkjel Nesheim interrupted Breivik during that monologue because he "did not want to give Breivik the opportunity to use this hearing as a platform for him to express his views."	Juez Torkjel Nesheim interrumpido Breivik durante ese monólogo porque él "no quiso dar Breivik la oportunidad de utilizar esta audiencia como una plataforma para expresar sus opiniones".	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
I acknowledge the acts but I do not plead guilty.	"Reconozco los actos, pero no me declaro culpable".	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
I'm sure the organizers meant well.	Estoy seguro de que los organizadores entiende bien.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Many smokers in Australia remain defiant.	Muchos fumadores en Australia siguen siendo desafiante.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Egypt, which must now set about stopping the flow of arms into Gaza, along with Turkey and Qatar, is better placed than ever to persuade Hamas to accept the idea of a Jewish state based on the 1967 boundaries with land swaps and a shared Jerusalem.	Egipto, que ahora deben empezar a detener el flujo de armas hacia Gaza, junto con Turquía y Qatar, está mejor situado que nunca para persuadir a Hamas a aceptar la idea de un estado judío basado en las fronteras de 1967 con Jerusalén compartida y un canje de tierras.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The industry has gone as far as paying for Ukraine, Honduras and the Dominican Republic to challenge the new rules - the countries are claiming at the World Trade Organisation that trade is being unfairly restricted, despite none of the countries having significant trade with Australia.	La industria ha ido tan lejos como el pago de Ucrania, Honduras y la República Dominicana para desafiar las nuevas reglas, los países reclaman a la Organización Mundial del Comercio que el comercio está siendo injustamente restringidos, a pesar de que ninguno de los países que tienen importantes intercambios comerciales con Australia.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
She isn't alone in her fight; three other lawsuits are under way in addition to hers.	Ella no está solo en su lucha; otros tres demandas están en curso además a la suya.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The airline also has an option to buy 20 more planes, which would push the total list price to $26 billion, Boeing announced at the 2011 Dubai Air Show.	La compañía también tiene una opción para comprar 20 más aviones, lo que haría subir el precio de catálogo total de 26.000 millones de dólares, Boeing anunció en el 2011 Dubai Air Show.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
So, not only do they have the money to pay for planes, but a surge in fuel prices - usually damaging to airlines because it's one of their biggest costs - is not as detrimental because the country is making money on the higher price of oil.	Así, no solo tienen el dinero para pagar por aviones, pero un aumento en los precios del combustible, que suele ser perjudicial para las compañías aéreas porque es uno de sus mayores costos - no es tan perjudicial porque el país está haciendo dinero en el alza del precio del petróleo.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
On Saturday, Mexico's new president Enrique Pena Nieto will receive the presidential sash and take over the running of the nation.	El sábado, el nuevo presidente de México, Enrique Peña Nieto recibirá la banda presidencial y dirigir los destinos de la nación.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
But the brain doesn't always know the most appropriate thing to do.	Sin embargo, el cerebro no siempre sabemos la cosa más apropiada.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Despite Breivik's bizarre notion of being part of a larger "resistance" movement, the judge determined that he is not insane, and said that there is no evidence he acted with accomplices.	A pesar de Breivik extraña noción de ser parte de una "resistencia" movimiento, el juez determinó que no está loco, y dijo que no hay pruebas de que haya actuado con cómplices.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"We realized that it wasn't that difficult to get to them at all," says Jamie Bartlett, the lead author of a recently published report on European digital populism by British think tank DEMOS.	"Nos dimos cuenta de que no fue el que difícil llegar a ellos a todos", dice Jamie Bartlett, autor principal de un informe publicado recientemente por el populismo digital europeo por parte de British think tank DEMOS.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
He is also the new permanent secretary of the Swedish Academy, which awards the Nobel Prize in Literature.	También es el nuevo secretario permanente de la Academia Sueca, que otorga el Premio Nobel de Literatura.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Prosecutors tried to establish Friday that Army private Bradley Manning -- charged in the largest leak of classified material in U.S. history -- missed multiple opportunities to complain about the mistreatment he's alleging he suffered in military custody.	Los fiscales intentaron establecer el viernes que el ejército privado Bradley Manning, acusado en la mayor fuga de material clasificado en la historia de Estados Unidos -- múltiples oportunidades perdidas para quejarse de los malos tratos, alegando que sufrió bajo custodia militar.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Jobs recounts the "Blue Box" that he built with Steve Wozniak - a device that allowed people to effectively hack the phone company and make long distance calls for free.	Los puestos de trabajo narra la "caja azul" que había construido con Steve Wozniak, un dispositivo que permitió a atacar eficazmente la compañía telefónica de larga distancia y hacer llamadas gratis.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
That means a peace settlement between Israel and the Palestinians.	Eso significa un acuerdo de paz entre Israel y los palestinos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Prosecutors try to counter Bradley Manning's claims of abuse in confinement	Los fiscales intentan contrarrestar las afirmaciones de Bradley Manning de abuso en el parto	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The truth was less droll.	La verdad era menos graciosa.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
It's a brigade without bullets.	Es una brigada sin balas.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Others say the laws have boosted their business.	Otros dicen que las leyes han aumentado su negocio.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Facebook's stash of personal information is so encyclopedic, says Bartlett, that the researchers could simply use the site's advertising tool to pinpoint their desired demographic with scientific accuracy - the way marketers have been doing for years.	Facebook, la cantidad de información personal es tan encyclopedic, dice Bartlett, que los investigadores simplemente podría utilizar la herramienta de publicidad del sitio de su deseado para determinar con precisión científica demográfica, la forma comercializadores han estado haciendo durante años.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Some made a barrier, and the police moved in to methodically arrest them.	Algunos hicieron una barrera, y la policía se trasladó a metódicamente detenerlos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
While women are still officially prohibited from serving in combat, that distinction is in name only: modern wars rarely have clear front lines.	Mientras que las mujeres siguen estando oficialmente prohibido servir en combate, esa distinción es sólo de nombre: Las guerras modernas rara vez tienen claro líneas de frente.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Sometimes we think we're bored when we just have difficulty concentrating.	A veces pensamos que estamos aburridos cuando sólo tenemos dificultades para concentrarse.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Mexico has winners and losers, people for whom the country provides opportunities and others for whom it doesn't.	México tiene ganadores y perdedores, la gente para la que el país ofrece oportunidades y otros para quienes no.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The PRI is hoping to win the presidential election in July.	El PRI tiene la esperanza de ganar las elecciones presidenciales en julio.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
All attended with the goal of moving toward closure.	Todos asistió con el objetivo de avanzar hacia un desenlace.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"He's from Texas," she says.	"Él de Texas", dice.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
We were young and what we learned was that we could build something ourselves that could control billions of dollars of infrastructure around the world.	"Nosotros éramos jóvenes y lo que hemos aprendido es que podríamos construir algo que podría controlar miles de millones de dólares de infraestructura en todo el mundo".	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
You learn a lot about the subtleties of it.	Usted aprender mucho sobre las sutilezas de ella.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"We will continue battling the military on this issue until reform occurs," she says.	"Seguiremos luchando contra los militares sobre esta cuestión hasta que la reforma se realiza", dice.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
On the agenda, as usual, when the leaders of these two countries meet: immigration, drugs and trade.	En el orden del día, como de costumbre, cuando los líderes de estos dos países se reúnen: La inmigración, drogas y comercio.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
